ID;Autor;Buch;Jahr
B1827;Charles Dickens;Great Expectations;1877
B1828;Charles Dickens;Great Expectations;1861
B1829;Charles Dickens;Great Expectations;1872
B1830;Charles Dickens;Oliver Twist;1845
B1831;Charles Dickens;Oliver Twist;1845
B1832;Charles Dickens;Oliver Twist;1840
B1833;Charles Dickens;Oliver Twist;1851
B1834;Mark Twain;The Adventures of Tom Sawyer;1894
B1835;Mark Twain;The Adventures of Tom Sawyer;1889
B1836;Mark Twain;The Adventures of Tom Sawyer;1892
B1837;Mark Twain;The Adventures of Tom Sawyer;1891
B1838;Mark Twain;Adventures of Huckleberry Finn;1886
B1839;Mark Twain;Adventures of Huckleberry Finn;1895
B1840;Virginia Woolf;Mrs Dalloway;1938
B1841;Virginia Woolf;Mrs Dalloway;1931
B1842;Virginia Woolf;Mrs Dalloway;1932
B1843;Virginia Woolf;To the Lighthouse;1938
B1844;Virginia Woolf;To the Lighthouse;1944
B1845;Virginia Woolf;Orlando;1933
B1846;Virginia Woolf;Orlando;1937
B1847;Virginia Woolf;Orlando;1933
B1848;Virginia Woolf;Orlando;1941
B1849;Virginia Woolf;Orlando;1933
B1850;J.R.R. Tolkien;The Hobbit;1949
B1851;J.R.R. Tolkien;The Hobbit;1957
B1852;J.R.R. Tolkien;The Hobbit;1957
B1853;J.R.R. Tolkien;The Hobbit;1954
B1854;J.R.R. Tolkien;The Hobbit;1945
B1855;J.R.R. Tolkien;The Fellowship of the Ring;1960
B1856;J.R.R. Tolkien;The Fellowship of the Ring;1966
B1857;J.R.R. Tolkien;The Fellowship of the Ring;1964
B1858;J.R.R. Tolkien;The Fellowship of the Ring;1973
B1859;J.R.R. Tolkien;The Two Towers;1959
B1860;J.R.R. Tolkien;The Two Towers;1969
B1861;J.R.R. Tolkien;The Two Towers;1970
B1862;J.R.R. Tolkien;The Two Towers;1963
B1863;J.R.R. Tolkien;The Two Towers;1972
B1864;J.R.R. Tolkien;The Return of the King;1969
B1865;J.R.R. Tolkien;The Return of the King;1965
B1866;Agatha Christie;Murder on the Orient Express;1939
B1867;Agatha Christie;Murder on the Orient Express;1949
B1868;Agatha Christie;Murder on the Orient Express;1953
B1869;Agatha Christie;Death on the Nile;1944
B1870;Agatha Christie;Death on the Nile;1943
B1871;Agatha Christie;The Murder of Roger Ackroyd;1942
B1872;Agatha Christie;The Murder of Roger Ackroyd;1945
B1873;Leo Tolstoy;War and Peace;1870
B1874;Leo Tolstoy;War and Peace;1869
B1875;Leo Tolstoy;War and Peace;1883
B1876;Leo Tolstoy;War and Peace;1887
B1877;Leo Tolstoy;War and Peace;1883
B1878;Leo Tolstoy;Anna Karenina;1894
B1879;Leo Tolstoy;Anna Karenina;1888
B1880;Leo Tolstoy;Anna Karenina;1884
B1881;Leo Tolstoy;Anna Karenina;1881
B1882;Stephen King;The Shining;1980
B1883;Stephen King;The Shining;1988
B1884;Stephen King;The Shining;1990
B1885;Stephen King;The Shining;1986
B1886;Stephen King;It;1991
B1887;Stephen King;It;1988
B1888;Stephen King;It;2003
B1889;Stephen King;It;1989
B1890;Stephen King;It;1990
B1891;Stephen King;Misery;2000
B1892;Stephen King;Misery;1998
B1893;Stephen King;Misery;1991
B1894;Stephen King;Misery;2005
B1895;Stephen King;Misery;2000
B1896;Stephen King;The Dark Tower;1997
B1897;Stephen King;The Dark Tower;1986
B1898;Stephen King;The Dark Tower;1995
B1899;Isaac Asimov;Foundation;1969
B1900;Isaac Asimov;Foundation;1966
B1901;Isaac Asimov;Foundation;1959
B1902;Isaac Asimov;I, Robot;1963
B1903;Isaac Asimov;I, Robot;1960
B1904;Isaac Asimov;I, Robot;1970
B1905;Isaac Asimov;I, Robot;1967
B1906;Isaac Asimov;The End of Eternity;1970
B1907;Isaac Asimov;The End of Eternity;1966
B1908;Isaac Asimov;The End of Eternity;1957
B1909;Isaac Asimov;The End of Eternity;1972
B1910;Jane Austen;Pride and Prejudice;1831
B1911;Jane Austen;Pride and Prejudice;1833
B1912;Jane Austen;Emma;1816
B1913;Jane Austen;Emma;1830
B1914;Jane Austen;Emma;1834
B1915;Jane Austen;Emma;1827
B1916;Jane Austen;Emma;1833
B1917;Jane Austen;Sense and Sensibility;1830
B1918;Jane Austen;Sense and Sensibility;1824
B1919;George Orwell;1984;1952
B1920;George Orwell;1984;1966
B1921;George Orwell;Animal Farm;1958
B1922;George Orwell;Animal Farm;1965
B1923;George Orwell;Animal Farm;1964
B1924;George Orwell;Animal Farm;1957
B1925;Charles Dickens;A Tale of Two Cities;1876
B1926;Charles Dickens;A Tale of Two Cities;1861
B1927;Charles Dickens;A Tale of Two Cities;1878
B1928;Charles Dickens;Great Expectations;1877
B1929;Charles Dickens;Great Expectations;1876
B1930;Charles Dickens;Great Expectations;1873
B1931;Charles Dickens;Great Expectations;1867
B1932;Charles Dickens;Great Expectations;1864
B1933;Charles Dickens;Oliver Twist;1856
B1934;Charles Dickens;Oliver Twist;1844
B1935;Charles Dickens;Oliver Twist;1850
B1936;Charles Dickens;Oliver Twist;1855
B1937;Charles Dickens;Oliver Twist;1854
B1938;Mark Twain;The Adventures of Tom Sawyer;1885
B1939;Mark Twain;The Adventures of Tom Sawyer;1895
B1940;Mark Twain;The Adventures of Tom Sawyer;1892
B1941;Mark Twain;The Adventures of Tom Sawyer;1880
B1942;Mark Twain;Adventures of Huckleberry Finn;1896
B1943;Mark Twain;Adventures of Huckleberry Finn;1888
B1944;Mark Twain;Adventures of Huckleberry Finn;1886
B1945;Mark Twain;Adventures of Huckleberry Finn;1904
B1946;Mark Twain;Adventures of Huckleberry Finn;1888
B1947;Virginia Woolf;Mrs Dalloway;1925
B1948;Virginia Woolf;Mrs Dalloway;1934
B1949;Virginia Woolf;To the Lighthouse;1942
B1950;Virginia Woolf;To the Lighthouse;1931
B1951;Virginia Woolf;Orlando;1934
B1952;Virginia Woolf;Orlando;1929
B1953;Virginia Woolf;Orlando;1930
B1954;Virginia Woolf;Orlando;1947
B1955;J.R.R. Tolkien;The Hobbit;1953
B1956;J.R.R. Tolkien;The Hobbit;1950
B1957;J.R.R. Tolkien;The Hobbit;1956
B1958;J.R.R. Tolkien;The Hobbit;1949
B1959;J.R.R. Tolkien;The Hobbit;1942
B1960;J.R.R. Tolkien;The Fellowship of the Ring;1973
B1961;J.R.R. Tolkien;The Fellowship of the Ring;1960
B1962;J.R.R. Tolkien;The Fellowship of the Ring;1964
B1963;J.R.R. Tolkien;The Fellowship of the Ring;1960
B1964;J.R.R. Tolkien;The Fellowship of the Ring;1968
B1965;J.R.R. Tolkien;The Two Towers;1963
B1966;J.R.R. Tolkien;The Two Towers;1972
B1967;J.R.R. Tolkien;The Two Towers;1969
B1968;J.R.R. Tolkien;The Return of the King;1974
B1969;J.R.R. Tolkien;The Return of the King;1959
B1970;J.R.R. Tolkien;The Return of the King;1969
B1971;J.R.R. Tolkien;The Return of the King;1970
B1972;Agatha Christie;Murder on the Orient Express;1937
B1973;Agatha Christie;Murder on the Orient Express;1945
B1974;Agatha Christie;Death on the Nile;1957
B1975;Agatha Christie;Death on the Nile;1943
B1976;Agatha Christie;Death on the Nile;1940
B1977;Agatha Christie;The Murder of Roger Ackroyd;1927
B1978;Agatha Christie;The Murder of Roger Ackroyd;1931
B1979;Agatha Christie;The Murder of Roger Ackroyd;1933
B1980;Agatha Christie;The Murder of Roger Ackroyd;1926
B1981;Agatha Christie;The Murder of Roger Ackroyd;1933
B1982;Leo Tolstoy;War and Peace;1883
B1983;Leo Tolstoy;War and Peace;1871
B1984;Leo Tolstoy;War and Peace;1872
B1985;Leo Tolstoy;War and Peace;1874
B1986;Leo Tolstoy;War and Peace;1872
B1987;Leo Tolstoy;Anna Karenina;1892
B1988;Leo Tolstoy;Anna Karenina;1895
B1989;Leo Tolstoy;Anna Karenina;1894
B1990;Leo Tolstoy;Anna Karenina;1889
B1991;Stephen King;The Shining;1985
B1992;Stephen King;The Shining;1993
B1993;Stephen King;The Shining;1981
B1994;Stephen King;The Shining;1996
B1995;Stephen King;The Shining;1990
B1996;Stephen King;It;2003
B1997;Stephen King;It;2002
B1998;Stephen King;It;1989
B1999;Stephen King;It;1996
B2000;Stephen King;It;1992
B2001;Stephen King;Misery;2002
B2002;Stephen King;Misery;2001
B2003;Stephen King;The Dark Tower;1983
B2004;Stephen King;The Dark Tower;1991
B2005;Stephen King;The Dark Tower;1989
B2006;Isaac Asimov;Foundation;1953
B2007;Isaac Asimov;Foundation;1962
B2008;Isaac Asimov;I, Robot;1959
B2009;Isaac Asimov;I, Robot;1964
B2010;Isaac Asimov;I, Robot;1969
B2011;Isaac Asimov;The End of Eternity;1971
B2012;Isaac Asimov;The End of Eternity;1965
B2013;Isaac Asimov;The End of Eternity;1971
B2014;Isaac Asimov;The End of Eternity;1971
B2015;Isaac Asimov;The End of Eternity;1973
B2016;Jane Austen;Pride and Prejudice;1824
B2017;Jane Austen;Pride and Prejudice;1830
B2018;Jane Austen;Pride and Prejudice;1829
B2019;Jane Austen;Emma;1826
B2020;Jane Austen;Emma;1835
B2021;Jane Austen;Sense and Sensibility;1816
B2022;Jane Austen;Sense and Sensibility;1822
B2023;Jane Austen;Sense and Sensibility;1826
B2024;Jane Austen;Sense and Sensibility;1811
B2025;George Orwell;1984;1962
B2026;George Orwell;1984;1965
B2027;George Orwell;1984;1956
B2028;George Orwell;Animal Farm;1947
B2029;George Orwell;Animal Farm;1960
B2030;Charles Dickens;A Tale of Two Cities;1865
B2031;Charles Dickens;A Tale of Two Cities;1860
B2032;Charles Dickens;A Tale of Two Cities;1873
B2033;Charles Dickens;A Tale of Two Cities;1875
B2034;Charles Dickens;A Tale of Two Cities;1868
B2035;Charles Dickens;Great Expectations;1861
B2036;Charles Dickens;Great Expectations;1880
B2037;Charles Dickens;Oliver Twist;1855
B2038;Charles Dickens;Oliver Twist;1857
B2039;Charles Dickens;Oliver Twist;1856
B2040;Charles Dickens;Oliver Twist;1839
B2041;Charles Dickens;Oliver Twist;1848
B2042;Mark Twain;The Adventures of Tom Sawyer;1890
B2043;Mark Twain;The Adventures of Tom Sawyer;1876
B2044;Mark Twain;The Adventures of Tom Sawyer;1879
B2045;Mark Twain;The Adventures of Tom Sawyer;1891
B2046;Mark Twain;The Adventures of Tom Sawyer;1887
B2047;Mark Twain;Adventures of Huckleberry Finn;1890
B2048;Mark Twain;Adventures of Huckleberry Finn;1904
B2049;Mark Twain;Adventures of Huckleberry Finn;1895
B2050;Virginia Woolf;Mrs Dalloway;1927
B2051;Virginia Woolf;Mrs Dalloway;1945
B2052;Virginia Woolf;To the Lighthouse;1934
B2053;Virginia Woolf;To the Lighthouse;1927
B2054;Virginia Woolf;To the Lighthouse;1947
B2055;Virginia Woolf;To the Lighthouse;1939
B2056;Virginia Woolf;Orlando;1934
B2057;Virginia Woolf;Orlando;1943
B2058;Virginia Woolf;Orlando;1946
B2059;J.R.R. Tolkien;The Hobbit;1944
B2060;J.R.R. Tolkien;The Hobbit;1954
B2061;J.R.R. Tolkien;The Hobbit;1953
B2062;J.R.R. Tolkien;The Hobbit;1954
B2063;J.R.R. Tolkien;The Hobbit;1956
B2064;J.R.R. Tolkien;The Fellowship of the Ring;1970
B2065;J.R.R. Tolkien;The Fellowship of the Ring;1956
B2066;J.R.R. Tolkien;The Fellowship of the Ring;1969
B2067;J.R.R. Tolkien;The Fellowship of the Ring;1960
B2068;J.R.R. Tolkien;The Two Towers;1970
B2069;J.R.R. Tolkien;The Two Towers;1964
B2070;J.R.R. Tolkien;The Return of the King;1969
B2071;J.R.R. Tolkien;The Return of the King;1961
B2072;J.R.R. Tolkien;The Return of the King;1961
B2073;Agatha Christie;Murder on the Orient Express;1942
B2074;Agatha Christie;Murder on the Orient Express;1947
B2075;Agatha Christie;Murder on the Orient Express;1950
B2076;Agatha Christie;Murder on the Orient Express;1954
B2077;Agatha Christie;Death on the Nile;1942
B2078;Agatha Christie;Death on the Nile;1953
B2079;Agatha Christie;Death on the Nile;1953
B2080;Agatha Christie;The Murder of Roger Ackroyd;1926
B2081;Agatha Christie;The Murder of Roger Ackroyd;1937
B2082;Agatha Christie;The Murder of Roger Ackroyd;1929
B2083;Agatha Christie;The Murder of Roger Ackroyd;1926
B2084;Agatha Christie;The Murder of Roger Ackroyd;1934
B2085;Leo Tolstoy;War and Peace;1889
B2086;Leo Tolstoy;War and Peace;1872
B2087;Leo Tolstoy;Anna Karenina;1893
B2088;Leo Tolstoy;Anna Karenina;1889
B2089;Stephen King;The Shining;1981
B2090;Stephen King;The Shining;1979
B2091;Stephen King;The Shining;1997
B2092;Stephen King;The Shining;1984
B2093;Stephen King;The Shining;1983
B2094;Stephen King;It;1997
B2095;Stephen King;It;2003
B2096;Stephen King;It;2004
B2097;Stephen King;Misery;2001
B2098;Stephen King;Misery;1997
B2099;Stephen King;Misery;1999
B2100;Stephen King;The Dark Tower;2001
B2101;Stephen King;The Dark Tower;2002
B2102;Isaac Asimov;Foundation;1963
B2103;Isaac Asimov;Foundation;1956
B2104;Isaac Asimov;I, Robot;1963
B2105;Isaac Asimov;I, Robot;1955
B2106;Isaac Asimov;I, Robot;1955
B2107;Isaac Asimov;I, Robot;1950
B2108;Isaac Asimov;The End of Eternity;1969
B2109;Isaac Asimov;The End of Eternity;1970
B2110;Isaac Asimov;The End of Eternity;1962
B2111;Isaac Asimov;The End of Eternity;1969
B2112;Jane Austen;Pride and Prejudice;1831
B2113;Jane Austen;Pride and Prejudice;1824
B2114;Jane Austen;Pride and Prejudice;1813
B2115;Jane Austen;Pride and Prejudice;1833
B2116;Jane Austen;Emma;1820
B2117;Jane Austen;Emma;1816
B2118;Jane Austen;Emma;1820
B2119;Jane Austen;Sense and Sensibility;1815
B2120;Jane Austen;Sense and Sensibility;1813
B2121;George Orwell;1984;1962
B2122;George Orwell;1984;1956
B2123;George Orwell;1984;1964
B2124;George Orwell;1984;1967
B2125;George Orwell;1984;1969
B2126;George Orwell;Animal Farm;1947
B2127;George Orwell;Animal Farm;1959
B2128;George Orwell;Animal Farm;1953
B2129;George Orwell;Animal Farm;1952
B2130;George Orwell;Animal Farm;1948
B2131;Charles Dickens;A Tale of Two Cities;1859
B2132;Charles Dickens;A Tale of Two Cities;1871
B2133;Charles Dickens;Great Expectations;1876
B2134;Charles Dickens;Great Expectations;1863
B2135;Charles Dickens;Oliver Twist;1850
B2136;Charles Dickens;Oliver Twist;1852
B2137;Charles Dickens;Oliver Twist;1847
B2138;Mark Twain;The Adventures of Tom Sawyer;1886
B2139;Mark Twain;The Adventures of Tom Sawyer;1878
B2140;Mark Twain;The Adventures of Tom Sawyer;1878
B2141;Mark Twain;The Adventures of Tom Sawyer;1896
B2142;Mark Twain;Adventures of Huckleberry Finn;1904
B2143;Mark Twain;Adventures of Huckleberry Finn;1887
B2144;Virginia Woolf;Mrs Dalloway;1926
B2145;Virginia Woolf;Mrs Dalloway;1934
B2146;Virginia Woolf;Mrs Dalloway;1930
B2147;Virginia Woolf;Mrs Dalloway;1934
B2148;Virginia Woolf;Mrs Dalloway;1928
B2149;Virginia Woolf;To the Lighthouse;1939
B2150;Virginia Woolf;To the Lighthouse;1934
B2151;Virginia Woolf;Orlando;1947
B2152;Virginia Woolf;Orlando;1935
B2153;Virginia Woolf;Orlando;1935
B2154;Virginia Woolf;Orlando;1946
B2155;J.R.R. Tolkien;The Hobbit;1938
B2156;J.R.R. Tolkien;The Hobbit;1945
B2157;J.R.R. Tolkien;The Hobbit;1946
B2158;J.R.R. Tolkien;The Hobbit;1951
B2159;J.R.R. Tolkien;The Fellowship of the Ring;1954
B2160;J.R.R. Tolkien;The Fellowship of the Ring;1971
B2161;J.R.R. Tolkien;The Two Towers;1961
B2162;J.R.R. Tolkien;The Two Towers;1969
B2163;J.R.R. Tolkien;The Two Towers;1963
B2164;J.R.R. Tolkien;The Two Towers;1956
B2165;J.R.R. Tolkien;The Return of the King;1961
B2166;J.R.R. Tolkien;The Return of the King;1956
B2167;J.R.R. Tolkien;The Return of the King;1974
B2168;J.R.R. Tolkien;The Return of the King;1960
B2169;Agatha Christie;Murder on the Orient Express;1947
B2170;Agatha Christie;Murder on the Orient Express;1941
B2171;Agatha Christie;Murder on the Orient Express;1935
B2172;Agatha Christie;Murder on the Orient Express;1954
B2173;Agatha Christie;Death on the Nile;1951
B2174;Agatha Christie;Death on the Nile;1956
B2175;Agatha Christie;Death on the Nile;1948
B2176;Agatha Christie;Death on the Nile;1946
B2177;Agatha Christie;Death on the Nile;1938
B2178;Agatha Christie;The Murder of Roger Ackroyd;1936
B2179;Agatha Christie;The Murder of Roger Ackroyd;1939
B2180;Agatha Christie;The Murder of Roger Ackroyd;1933
B2181;Leo Tolstoy;War and Peace;1876
B2182;Leo Tolstoy;War and Peace;1874
B2183;Leo Tolstoy;War and Peace;1869
B2184;Leo Tolstoy;War and Peace;1888
B2185;Leo Tolstoy;Anna Karenina;1888
B2186;Leo Tolstoy;Anna Karenina;1889
B2187;Leo Tolstoy;Anna Karenina;1886
B2188;Leo Tolstoy;Anna Karenina;1896
B2189;Stephen King;The Shining;1988
B2190;Stephen King;The Shining;1986
B2191;Stephen King;The Shining;1993
B2192;Stephen King;The Shining;1978
B2193;Stephen King;It;2000
B2194;Stephen King;It;2000
B2195;Stephen King;It;2005
B2196;Stephen King;It;1994
B2197;Stephen King;It;1987
B2198;Stephen King;Misery;1987
B2199;Stephen King;Misery;2002
B2200;Stephen King;Misery;1990
B2201;Stephen King;Misery;2002
B2202;Stephen King;Misery;1994
B2203;Stephen King;The Dark Tower;1985
B2204;Stephen King;The Dark Tower;1990
B2205;Stephen King;The Dark Tower;2001
B2206;Stephen King;The Dark Tower;1986
B2207;Stephen King;The Dark Tower;1984
B2208;Isaac Asimov;Foundation;1966
B2209;Isaac Asimov;Foundation;1966
B2210;Isaac Asimov;Foundation;1969
B2211;Isaac Asimov;I, Robot;1963
B2212;Isaac Asimov;I, Robot;1959
B2213;Isaac Asimov;I, Robot;1955
B2214;Isaac Asimov;The End of Eternity;1966
B2215;Isaac Asimov;The End of Eternity;1971
B2216;Jane Austen;Pride and Prejudice;1818
B2217;Jane Austen;Pride and Prejudice;1813
B2218;Jane Austen;Pride and Prejudice;1831
B2219;Jane Austen;Pride and Prejudice;1831
B2220;Jane Austen;Emma;1822
B2221;Jane Austen;Emma;1818
B2222;Jane Austen;Sense and Sensibility;1829
B2223;Jane Austen;Sense and Sensibility;1828
B2224;Jane Austen;Sense and Sensibility;1820
B2225;Jane Austen;Sense and Sensibility;1814
B2226;Jane Austen;Sense and Sensibility;1813
B2227;George Orwell;1984;1965
B2228;George Orwell;1984;1949
B2229;George Orwell;1984;1962
B2230;George Orwell;1984;1956
B2231;George Orwell;1984;1959
B2232;George Orwell;Animal Farm;1946
B2233;George Orwell;Animal Farm;1950
B2234;George Orwell;Animal Farm;1947
B2235;George Orwell;Animal Farm;1964
B2236;George Orwell;Animal Farm;1961
B2237;Charles Dickens;A Tale of Two Cities;1879
B2238;Charles Dickens;A Tale of Two Cities;1871
B2239;Charles Dickens;Great Expectations;1861
B2240;Charles Dickens;Great Expectations;1872
B2241;Charles Dickens;Great Expectations;1875
B2242;Charles Dickens;Great Expectations;1875
B2243;Charles Dickens;Oliver Twist;1849
B2244;Charles Dickens;Oliver Twist;1854
B2245;Charles Dickens;Oliver Twist;1856
B2246;Charles Dickens;Oliver Twist;1844
B2247;Mark Twain;The Adventures of Tom Sawyer;1887
B2248;Mark Twain;The Adventures of Tom Sawyer;1885
B2249;Mark Twain;Adventures of Huckleberry Finn;1896
B2250;Mark Twain;Adventures of Huckleberry Finn;1890
B2251;Mark Twain;Adventures of Huckleberry Finn;1896
B2252;Mark Twain;Adventures of Huckleberry Finn;1888
B2253;Mark Twain;Adventures of Huckleberry Finn;1886
B2254;Virginia Woolf;Mrs Dalloway;1927
B2255;Virginia Woolf;Mrs Dalloway;1937
B2256;Virginia Woolf;Mrs Dalloway;1945
B2257;Virginia Woolf;To the Lighthouse;1933
B2258;Virginia Woolf;To the Lighthouse;1931
B2259;Virginia Woolf;To the Lighthouse;1941
B2260;Virginia Woolf;Orlando;1938
B2261;Virginia Woolf;Orlando;1943
B2262;J.R.R. Tolkien;The Hobbit;1942
B2263;J.R.R. Tolkien;The Hobbit;1957
B2264;J.R.R. Tolkien;The Hobbit;1945
B2265;J.R.R. Tolkien;The Hobbit;1942
B2266;J.R.R. Tolkien;The Hobbit;1953
B2267;J.R.R. Tolkien;The Fellowship of the Ring;1962
B2268;J.R.R. Tolkien;The Fellowship of the Ring;1959
B2269;J.R.R. Tolkien;The Fellowship of the Ring;1968
B2270;J.R.R. Tolkien;The Fellowship of the Ring;1968
B2271;J.R.R. Tolkien;The Fellowship of the Ring;1968
B2272;J.R.R. Tolkien;The Two Towers;1958
B2273;J.R.R. Tolkien;The Two Towers;1965
B2274;J.R.R. Tolkien;The Two Towers;1973
B2275;J.R.R. Tolkien;The Return of the King;1965
B2276;J.R.R. Tolkien;The Return of the King;1969
B2277;Agatha Christie;Murder on the Orient Express;1945
B2278;Agatha Christie;Murder on the Orient Express;1939
B2279;Agatha Christie;Murder on the Orient Express;1942
B2280;Agatha Christie;Death on the Nile;1956
B2281;Agatha Christie;Death on the Nile;1939
B2282;Agatha Christie;The Murder of Roger Ackroyd;1936
B2283;Agatha Christie;The Murder of Roger Ackroyd;1934
B2284;Agatha Christie;The Murder of Roger Ackroyd;1941
B2285;Agatha Christie;The Murder of Roger Ackroyd;1938
B2286;Agatha Christie;The Murder of Roger Ackroyd;1927
B2287;Leo Tolstoy;War and Peace;1872
B2288;Leo Tolstoy;War and Peace;1888
B2289;Leo Tolstoy;War and Peace;1889
B2290;Leo Tolstoy;Anna Karenina;1886
B2291;Leo Tolstoy;Anna Karenina;1897
B2292;Stephen King;The Shining;1980
B2293;Stephen King;The Shining;1993
B2294;Stephen King;The Shining;1989
B2295;Stephen King;The Shining;1980
B2296;Stephen King;It;1995
B2297;Stephen King;It;2005
B2298;Stephen King;It;2002
B2299;Stephen King;It;1988
B2300;Stephen King;Misery;1997
B2301;Stephen King;Misery;1994
B2302;Stephen King;Misery;1998
B2303;Stephen King;Misery;2002
B2304;Stephen King;Misery;1994
B2305;Stephen King;The Dark Tower;1996
B2306;Stephen King;The Dark Tower;1999
B2307;Isaac Asimov;Foundation;1957
B2308;Isaac Asimov;Foundation;1961
B2309;Isaac Asimov;I, Robot;1952
B2310;Isaac Asimov;I, Robot;1960
B2311;Isaac Asimov;I, Robot;1961
B2312;Isaac Asimov;The End of Eternity;1968
B2313;Isaac Asimov;The End of Eternity;1958
B2314;Jane Austen;Pride and Prejudice;1828
B2315;Jane Austen;Pride and Prejudice;1833
B2316;Jane Austen;Pride and Prejudice;1822
B2317;Jane Austen;Emma;1833
B2318;Jane Austen;Emma;1835
B2319;Jane Austen;Sense and Sensibility;1820
B2320;Jane Austen;Sense and Sensibility;1823
B2321;Jane Austen;Sense and Sensibility;1828
B2322;Jane Austen;Sense and Sensibility;1827
B2323;George Orwell;1984;1961
B2324;George Orwell;1984;1962
B2325;George Orwell;1984;1969
B2326;George Orwell;Animal Farm;1958
